,Elbow_Flex_Ext,Humeral_Pro_Ret,Humeral_Dep_Ele
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,70.00010282040218,78.65046250898665,38.93090399869766
70,70.33048737671382,79.86029536906547,37.229023444464275
71,69.97826893926901,81.01959192282409,38.89544572085799
72,69.40979922521463,83.09301141283312,41.8362708423318
73,69.825990773149,83.1280679552901,39.90074485250892
74,70.3725222671532,79.32420524123211,39.62708915801815
75,70.29902501876781,77.67905689002511,38.13191849468447
76,69.12034508369454,75.45185448188118,37.77206248159965
77,69.67097686140836,80.93976389786135,38.49614523466627
78,69.19267140587884,81.8680099462177,39.56775491583096
79,69.67852082014181,76.92405692992901,37.586312368721565
80,70.20020421433865,83.8041402277177,37.43438268979247
81,70.77420994923764,83.1312953544632,38.61648185585466
82,72.35880172457355,85.74801346117225,39.70320235872646
83,73.10226424397065,81.65931579951476,40.55567912581381
84,75.66712487399073,80.60200082231819,41.8361838998803
85,74.23997903260475,79.07558257606,39.88958077016835
86,74.48008712637332,81.56534030203113,41.32650861856965
87,76.28329222932544,81.3794912403072,39.46093634396772
88,76.26585718345162,77.5907792807866,40.914400134565454
89,76.66151308060469,85.32316497984091,43.02675678942825
90,77.297454167535,79.02879766216766,43.07121788267207
91,78.3722524292065,78.98495021311855,46.57024898236986
92,79.03137994984384,82.31610104127012,46.184615866389095
93,80.01497176947194,67.62326387091319,45.39015421354719
94,78.2956619676724,77.02598904660898,42.734839702999864
95,79.93373893210118,72.80527423099116,46.34499304916608
96,81.39052221848002,77.55841920049582,45.21750606888892
97,81.80953878481984,75.31625408934755,44.311696987162236
98,81.84314162109492,77.87003398914392,42.06102248321005
99,82.6429994028531,74.98163015506123,46.58842335564373
100,84.40039169379337,66.70883566578793,48.176884463517695
101,84.1002718759503,74.98897993241901,48.232515817450604
102,85.42744195645086,71.79558090180363,50.831486697489225
103,87.81259807951386,69.72270938939654,54.399245767466795
104,89.01759291658857,64.74045300546852,54.08521491510426
105,88.50607606869272,74.44519929329405,48.97113784665001
106,89.17368576624003,65.61149636366865,52.746746013192435
107,90.4210013149723,64.80344286460459,53.620319935315266
108,89.8864144020685,74.69106073199005,55.09749057132437
