,Elbow_Flex_Ext,Humeral_Pro_Ret,Humeral_Dep_Ele
0,80.47384574683963,45.27705004302709,52.25166401026253
1,81.31900961773194,39.26288990591817,53.84253958172856
2,81.31900961773194,39.26301354665972,53.84252234749138
3,81.31900961773194,39.26288990591817,53.84253958172856
4,81.35326389934768,39.262760127832536,53.84286283846025
5,81.29443444335045,39.272087981184455,53.75901930199758
6,81.31900961773194,39.26288990591817,53.84253958172856
7,81.31900961773194,39.26288990591817,53.84253958172856
8,81.29443444335045,39.272087981184455,53.75901930199758
9,81.29443444335045,39.272087981184455,53.75901930199758
10,81.35326389934768,39.262760127832536,53.84286283846025
11,81.33597469852758,39.26288990591817,53.84253958172856
12,81.2602365943154,39.272087981184455,53.75901930199758
13,81.34381768049096,39.25381594028738,53.92665145469212
14,81.37780610190669,39.30502668612374,54.03456929283192
15,81.29443444335045,39.32959860468435,53.75901930199758
16,81.33597469852758,39.26288990591817,53.85940055118995
17,81.35965286449252,39.29050070695823,53.87224651349909
18,81.33597469852758,39.26288990591817,53.84253958172856
19,81.33597469852758,39.31451034592851,53.950648284894314
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
130,,,
131,,,
132,,,
133,,,
134,,,
135,,,
136,,,
137,,,
138,,,
139,,,
140,,,
141,,,
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,,,
153,,,
154,,,
155,,,
156,,,
157,,,
158,,,
159,,,
160,,,
161,,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,,,
171,,,
172,,,
173,,,
174,,,
175,,,
176,,,
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,,,
201,,,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
210,,,
211,,,
212,,,
213,,,
214,,,
215,,,
216,,,
217,,,
218,,,
219,,,
220,,,
221,,,
222,,,
223,,,
224,,,
225,,,
226,,,
227,,,
228,,,
229,,,
230,,,
231,,,
232,,,
233,,,
234,,,
235,,,
236,,,
237,,,
238,,,
239,,,
240,,,
241,,,
242,,,
243,,,
244,,,
245,,,
246,,,
247,,,
248,,,
249,,,
250,,,
251,,,
252,,,
253,,,
254,,,
255,,,
256,,,
257,,,
258,,,
259,,,
260,,,
261,,,
262,,,
263,,,
264,,,
265,,,
266,,,
267,,,
268,,,
269,,,
270,,,
271,,,
272,,,
273,,,
274,,,
275,,,
276,,,
277,,,
278,,,
279,,,
280,,,
281,,,
282,,,
283,,,
284,,,
285,,,
286,,,
287,,,
288,,,
289,,,
290,,,
291,,,
292,,,
293,,,
294,,,
295,,,
296,,,
297,,,
298,,,
299,,,
300,,,
301,,,
302,,,
303,,,
304,,,
305,,,
306,,,
307,,,
308,,,
309,,,
310,,,
311,,,
312,,,
313,,,
314,,,
315,,,
316,,,
317,,,
318,,,
319,,,
320,,,
321,,,
322,,,
323,,,
324,,,
325,,,
326,,,
327,,,
328,,,
329,,,
330,,,
331,,,
332,,,
333,,,
334,,,
335,,,
336,,,
337,,,
338,,,
339,,,
340,,,
341,,,
342,,,
343,,,
344,,,
345,,,
346,,,
347,,,
348,,,
349,,,
350,,,
351,,,
352,,,
353,,,
354,,,
355,,,
356,,,
357,,,
358,,,
359,,,
360,,,
361,,,
362,,,
363,,,
364,,,
365,,,
366,,,
367,,,
368,,,
369,,,
370,,,
371,,,
372,,,
373,,,
374,,,
375,,,
376,,,
377,80.12428375582846,55.02972983201319,46.30794319953387
378,84.32411117929739,52.28851304467389,47.81266483716871
379,84.31610749260601,52.28851304467389,47.81266483716871
380,84.35843785082587,52.33821477617306,47.894718013324905
381,84.32411117929739,52.2884666527666,47.81239496147077
382,84.3414538298865,52.33821477617306,47.808666098493575
383,84.29729985028852,52.345289309541144,47.819493674597
384,84.3414538298865,52.33853055959503,47.89470101655135
385,84.35843785082587,52.24447985139122,47.828320429334894
386,84.3753184869256,52.288741488292175,47.82403136667955
387,84.33751652456843,52.24447985139122,47.828320429334894
388,84.35035248930745,52.24429784378938,47.818705601475386
389,84.32415756171625,52.3941494332291,47.8126587488475
390,84.37126608111177,52.338545090806434,47.828561196319356
